locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sample_Maccabi_Ecoli_SeqPlate10_A12_01381	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_01382	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_01383	CDS	108	ybgU			Protein YbgU
Sample_Maccabi_Ecoli_SeqPlate10_A12_01384	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01385	CDS	375				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01386	CDS	1047				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01387	CDS	792		3.2.2.23		putative formamidopyrimidine-DNA glycosylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01388	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01389	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
Sample_Maccabi_Ecoli_SeqPlate10_A12_01390	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
Sample_Maccabi_Ecoli_SeqPlate10_A12_01391	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
Sample_Maccabi_Ecoli_SeqPlate10_A12_01392	CDS	1482	dtpD		COG3104	Dipeptide permease D
Sample_Maccabi_Ecoli_SeqPlate10_A12_01393	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01394	CDS	510				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01395	CDS	207				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01396	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_01397	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_01398	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_01399	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01400	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01401	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01402	CDS	1320	potE		COG0531	Putrescine transporter PotE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01403	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01404	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
Sample_Maccabi_Ecoli_SeqPlate10_A12_01405	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
Sample_Maccabi_Ecoli_SeqPlate10_A12_01406	CDS	363	ybfE			putative protein YbfE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01407	CDS	531	fldA		COG0716	Flavodoxin 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01408	CDS	447	fur		COG0735	Ferric uptake regulation protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01409	CDS	327	chiQ			putative lipoprotein ChiQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_01410	CDS	1407	chiP			Chitoporin
Sample_Maccabi_Ecoli_SeqPlate10_A12_01411	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01412	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01413	CDS	987	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01414	CDS	1236	dtnK	2.7.1.219	COG3395	D-threonate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01415	CDS	1158	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01416	CDS	888	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01417	CDS	759				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01418	CDS	1170				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01419	CDS	471	tabA_1		COG2731	Toxin-antitoxin biofilm protein TabA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01420	CDS	1281				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01421	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01422	CDS	801	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01423	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01424	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
Sample_Maccabi_Ecoli_SeqPlate10_A12_01425	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01426	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
Sample_Maccabi_Ecoli_SeqPlate10_A12_01427	tRNA	77				tRNA-Met(cat)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01428	tRNA	85				tRNA-Leu(tag)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01429	tRNA	75				tRNA-Gln(ttg)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01430	tRNA	75				tRNA-Gln(ttg)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01431	tRNA	77				tRNA-Met(cat)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01432	tRNA	75				tRNA-Gln(ctg)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01433	tRNA	75				tRNA-Gln(ctg)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01434	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01435	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01436	CDS	1080	ybeZ		COG1702	PhoH-like protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01437	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
Sample_Maccabi_Ecoli_SeqPlate10_A12_01438	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01439	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01440	CDS	1878	aarA	3.4.21.105	COG0705	Rhomboid protease AarA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01441	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01442	CDS	741	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
Sample_Maccabi_Ecoli_SeqPlate10_A12_01443	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
Sample_Maccabi_Ecoli_SeqPlate10_A12_01444	CDS	726	glnQ_2			Glutamine transport ATP-binding protein GlnQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_01445	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01446	CDS	483				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01447	CDS	2583	MARS_2	6.1.1.10		Methionine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01448	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01449	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
Sample_Maccabi_Ecoli_SeqPlate10_A12_01450	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01451	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01452	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
Sample_Maccabi_Ecoli_SeqPlate10_A12_01453	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
Sample_Maccabi_Ecoli_SeqPlate10_A12_01454	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01455	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
Sample_Maccabi_Ecoli_SeqPlate10_A12_01456	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01457	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01458	CDS	264				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01459	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01460	CDS	393	ybdO_1			putative HTH-type transcriptional regulator YbdO
Sample_Maccabi_Ecoli_SeqPlate10_A12_01461	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01462	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01463	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01464	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
Sample_Maccabi_Ecoli_SeqPlate10_A12_01465	CDS	210	cspE			Cold shock-like protein CspE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01466	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
Sample_Maccabi_Ecoli_SeqPlate10_A12_01467	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01468	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01469	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
Sample_Maccabi_Ecoli_SeqPlate10_A12_01470	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01471	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01472	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
Sample_Maccabi_Ecoli_SeqPlate10_A12_01473	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
Sample_Maccabi_Ecoli_SeqPlate10_A12_01474	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01475	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01476	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_01477	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
Sample_Maccabi_Ecoli_SeqPlate10_A12_01478	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01479	CDS	90				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01480	CDS	429	uspG		COG0589	Universal stress protein UP12
Sample_Maccabi_Ecoli_SeqPlate10_A12_01481	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
Sample_Maccabi_Ecoli_SeqPlate10_A12_01482	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
Sample_Maccabi_Ecoli_SeqPlate10_A12_01483	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
Sample_Maccabi_Ecoli_SeqPlate10_A12_01484	CDS	903	ybdO_2			putative HTH-type transcriptional regulator YbdO
Sample_Maccabi_Ecoli_SeqPlate10_A12_01485	CDS	1221	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01486	CDS	630	ybdM_1		COG1475	putative protein YbdM
Sample_Maccabi_Ecoli_SeqPlate10_A12_01487	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01488	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01489	CDS	198				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01490	CDS	2106	cstA		COG1966	Peptide transporter CstA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01491	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
Sample_Maccabi_Ecoli_SeqPlate10_A12_01492	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01493	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
Sample_Maccabi_Ecoli_SeqPlate10_A12_01494	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
Sample_Maccabi_Ecoli_SeqPlate10_A12_01495	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01496	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01497	CDS	1251	entS		COG0477	Enterobactin exporter EntS
Sample_Maccabi_Ecoli_SeqPlate10_A12_01498	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01499	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
Sample_Maccabi_Ecoli_SeqPlate10_A12_01500	CDS	816	fepC_1		COG1120	Ferric enterobactin transport ATP-binding protein FepC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01501	CDS	1134	fepE		COG3765	Ferric enterobactin transport protein FepE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01502	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
Sample_Maccabi_Ecoli_SeqPlate10_A12_01503	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
Sample_Maccabi_Ecoli_SeqPlate10_A12_01504	CDS	1203	fes_1		COG2382	Enterochelin esterase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01505	CDS	2250	fepA_1		COG4771	Ferrienterobactin receptor
Sample_Maccabi_Ecoli_SeqPlate10_A12_01506	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
Sample_Maccabi_Ecoli_SeqPlate10_A12_01507	CDS	153	hokE_1			Toxic protein HokE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01508	CDS	129				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01509	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
Sample_Maccabi_Ecoli_SeqPlate10_A12_01510	CDS	249				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01511	CDS	384	yjbR_1		COG2315	putative protein YjbR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01512	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01513	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
Sample_Maccabi_Ecoli_SeqPlate10_A12_01514	CDS	1383	pheP		COG1113	Phenylalanine-specific permease
Sample_Maccabi_Ecoli_SeqPlate10_A12_01515	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01516	CDS	1224	cusB			Cation efflux system protein CusB
Sample_Maccabi_Ecoli_SeqPlate10_A12_01517	CDS	333	cusF		COG5569	Cation efflux system protein CusF
Sample_Maccabi_Ecoli_SeqPlate10_A12_01518	CDS	1383	cusC_1		COG1538	Cation efflux system protein CusC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01519	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01520	CDS	1443	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
Sample_Maccabi_Ecoli_SeqPlate10_A12_01521	CDS	2238				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01522	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01523	CDS	891				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01524	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
Sample_Maccabi_Ecoli_SeqPlate10_A12_01525	CDS	1485	caeB	3.1.1.-		Carboxylesterase B
Sample_Maccabi_Ecoli_SeqPlate10_A12_01526	CDS	201				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01527	CDS	657				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01528	CDS	294				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01529	CDS	1038				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01530	CDS	282				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01531	CDS	2376	ltf_1	3.4.21.-		L-shaped tail fiber protein pb1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01532	CDS	600	lom_2			Outer membrane protein lom
Sample_Maccabi_Ecoli_SeqPlate10_A12_01533	CDS	2013	J_1			Tip attachment protein J
Sample_Maccabi_Ecoli_SeqPlate10_A12_01534	CDS	2208				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01535	CDS	483				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01536	CDS	510	rcsB_2			Transcriptional regulatory protein RcsB
Sample_Maccabi_Ecoli_SeqPlate10_A12_01537	CDS	201				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01538	CDS	381				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01539	CDS	180				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01540	CDS	558				IS110 family transposase ISSaen1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01541	CDS	258				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01542	CDS	837	virF			Virulence regulon transcriptional activator VirF
Sample_Maccabi_Ecoli_SeqPlate10_A12_01543	CDS	240				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01544	CDS	1263	intS_1		COG0582	Prophage integrase IntS
Sample_Maccabi_Ecoli_SeqPlate10_A12_01545	tRNA	76				tRNA-Phe(gaa)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01546	CDS	708	ydfK		COG1811	putative membrane protein YdfK
Sample_Maccabi_Ecoli_SeqPlate10_A12_01547	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01548	CDS	1257	nupG			Nucleoside permease NupG
Sample_Maccabi_Ecoli_SeqPlate10_A12_01549	CDS	1080	VII_1	4.2.2.-		Transglycosylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01550	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01551	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01552	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01553	CDS	327			COG3171	putative protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01554	CDS	720				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01555	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
Sample_Maccabi_Ecoli_SeqPlate10_A12_01556	CDS	1008				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01557	CDS	1137	hemW		COG0635	Heme chaperone HemW
Sample_Maccabi_Ecoli_SeqPlate10_A12_01558	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01559	CDS	291				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01560	CDS	567				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01561	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01562	CDS	981	yggR		COG2805	putative protein YggR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01563	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
Sample_Maccabi_Ecoli_SeqPlate10_A12_01564	CDS	636				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01565	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01566	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
Sample_Maccabi_Ecoli_SeqPlate10_A12_01567	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01568	CDS	552	sprT			Protein SprT
Sample_Maccabi_Ecoli_SeqPlate10_A12_01569	CDS	1395	galP			Galactose-proton symporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_01570	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01571	CDS	252				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01572	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01573	CDS	732				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01574	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01575	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
Sample_Maccabi_Ecoli_SeqPlate10_A12_01576	CDS	1992	tktA_1	2.2.1.1	COG0021	Transketolase 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01577	CDS	909	hflC_1		COG0330	Modulator of FtsH protease HflC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01578	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01579	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01580	CDS	1278		1.-.-.-		putative zinc-type alcohol dehydrogenase-like protein L498
Sample_Maccabi_Ecoli_SeqPlate10_A12_01581	CDS	189	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
Sample_Maccabi_Ecoli_SeqPlate10_A12_01582	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
Sample_Maccabi_Ecoli_SeqPlate10_A12_01583	CDS	714	coaA_1	2.7.1.33	COG1072	Pantothenate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01584	CDS	678	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01585	CDS	678	ecfA1_2	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01586	CDS	708	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
Sample_Maccabi_Ecoli_SeqPlate10_A12_01587	CDS	579				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01588	CDS	429				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01589	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01590	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01591	CDS	1080	fbaA_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
Sample_Maccabi_Ecoli_SeqPlate10_A12_01592	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
Sample_Maccabi_Ecoli_SeqPlate10_A12_01593	CDS	636	argO		COG1279	Arginine exporter protein ArgO
Sample_Maccabi_Ecoli_SeqPlate10_A12_01594	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01595	CDS	939	cynR_2			HTH-type transcriptional regulator CynR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01596	CDS	1044	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01597	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
Sample_Maccabi_Ecoli_SeqPlate10_A12_01598	CDS	231				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01599	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01600	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01601	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01602	CDS	330	zapA		COG3027	Cell division protein ZapA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01603	CDS	579				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01604	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01605	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01606	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01607	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
