locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sample_Maccabi_Ecoli_SeqPlate10_A3_00754	CDS	906	gcvA_2			Glycine cleavage system transcriptional activator
Sample_Maccabi_Ecoli_SeqPlate10_A3_00755	CDS	603	btuR_1	2.5.1.17	COG2109	Corrinoid adenosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00756	CDS	1653	fumA_1	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
Sample_Maccabi_Ecoli_SeqPlate10_A3_00757	CDS	1281	dctA_1		COG1301	C4-dicarboxylate transport protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00758	CDS	318				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00759	CDS	1371				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00760	CDS	1242		4.3.1.2		Methylaspartate ammonia-lyase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00761	CDS	1446	glmE	5.4.99.1		Glutamate mutase epsilon subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_00762	CDS	1389				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00763	CDS	450	glmS_1	5.4.99.1		Glutamate mutase sigma subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_00764	CDS	423				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00765	CDS	945				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00766	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00767	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00768	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
Sample_Maccabi_Ecoli_SeqPlate10_A3_00769	CDS	294				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00770	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00771	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00772	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00773	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00774	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00775	CDS	522	pal		COG2885	Peptidoglycan-associated lipoprotein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00776	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00777	tRNA	76				tRNA-Lys(ttt)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00778	tRNA	76				tRNA-Val(tac)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00779	tRNA	76				tRNA-Lys(ttt)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00780	tRNA	76				tRNA-Val(tac)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00781	tRNA	76				tRNA-Lys(ttt)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00782	tRNA	76				tRNA-Lys(ttt)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00783	tRNA	76				tRNA-Lys(ttt)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00784	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
Sample_Maccabi_Ecoli_SeqPlate10_A3_00785	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00786	CDS	942	zitB		COG1230	Zinc transporter ZitB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00787	CDS	381				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00788	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
Sample_Maccabi_Ecoli_SeqPlate10_A3_00789	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00790	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00791	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00792	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00793	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00794	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
Sample_Maccabi_Ecoli_SeqPlate10_A3_00795	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00796	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00797	CDS	774	modA		COG0725	Molybdate-binding protein ModA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00798	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00799	CDS	1059	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00800	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00801	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00802	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
Sample_Maccabi_Ecoli_SeqPlate10_A3_00803	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
Sample_Maccabi_Ecoli_SeqPlate10_A3_00804	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
Sample_Maccabi_Ecoli_SeqPlate10_A3_00805	CDS	2262	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_00806	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00807	CDS	477				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00808	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00809	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00810	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00811	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00812	CDS	678	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00813	CDS	2022	uvrB		COG0556	UvrABC system protein B
Sample_Maccabi_Ecoli_SeqPlate10_A3_00814	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
Sample_Maccabi_Ecoli_SeqPlate10_A3_00815	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00816	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
Sample_Maccabi_Ecoli_SeqPlate10_A3_00817	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00818	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_00819	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_00820	CDS	705	L6_1			Golgi anti-apoptotic protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00821	CDS	390				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00822	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
Sample_Maccabi_Ecoli_SeqPlate10_A3_00823	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
Sample_Maccabi_Ecoli_SeqPlate10_A3_00824	CDS	762				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00825	CDS	411	ybhQ			Inner membrane protein YbhQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00826	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00827	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
Sample_Maccabi_Ecoli_SeqPlate10_A3_00828	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
Sample_Maccabi_Ecoli_SeqPlate10_A3_00829	CDS	996				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00830	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00831	CDS	1365	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00832	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00833	tRNA	85				tRNA-Gly(gcc)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00834	CDS	963	ybiB		COG0547	putative protein YbiB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00835	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
Sample_Maccabi_Ecoli_SeqPlate10_A3_00836	CDS	261	bhsA_2			Multiple stress resistance protein BhsA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00837	CDS	267	ybiI		COG1734	putative protein YbiI
Sample_Maccabi_Ecoli_SeqPlate10_A3_00838	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00839	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
Sample_Maccabi_Ecoli_SeqPlate10_A3_00840	CDS	261	mcbA			putative protein McbA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00841	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
Sample_Maccabi_Ecoli_SeqPlate10_A3_00842	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
Sample_Maccabi_Ecoli_SeqPlate10_A3_00843	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00844	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
Sample_Maccabi_Ecoli_SeqPlate10_A3_00845	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00846	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00847	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00848	CDS	516	lom_1			Outer membrane protein lom
Sample_Maccabi_Ecoli_SeqPlate10_A3_00849	CDS	1584	opgE_3	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00850	CDS	129	mntS			Small protein MntS
Sample_Maccabi_Ecoli_SeqPlate10_A3_00851	CDS	468	mntR		COG1321	Transcriptional regulator MntR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00852	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00853	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
Sample_Maccabi_Ecoli_SeqPlate10_A3_00854	CDS	1596	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
Sample_Maccabi_Ecoli_SeqPlate10_A3_00855	CDS	2364		2.4.1.161	COG1501	Oligosaccharide 4-alpha-D-glucosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00856	CDS	1302	exuT_1			Hexuronate transporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_00857	CDS	1104	cytR_1		COG1609	HTH-type transcriptional repressor CytR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00858	CDS	1266	ybiU			putative protein YbiU
Sample_Maccabi_Ecoli_SeqPlate10_A3_00859	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
Sample_Maccabi_Ecoli_SeqPlate10_A3_00860	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00861	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
Sample_Maccabi_Ecoli_SeqPlate10_A3_00862	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00863	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00864	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00865	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00866	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00867	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00868	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00869	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
Sample_Maccabi_Ecoli_SeqPlate10_A3_00870	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
Sample_Maccabi_Ecoli_SeqPlate10_A3_00871	CDS	1329	dgcZ_1	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00872	CDS	330				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00873	CDS	387				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00874	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
Sample_Maccabi_Ecoli_SeqPlate10_A3_00875	CDS	384				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00876	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
Sample_Maccabi_Ecoli_SeqPlate10_A3_00877	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00878	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00879	CDS	759	deoR_1		COG1349	Deoxyribose operon repressor
Sample_Maccabi_Ecoli_SeqPlate10_A3_00880	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
Sample_Maccabi_Ecoli_SeqPlate10_A3_00881	CDS	1233	mdfA			Multidrug transporter MdfA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00882	CDS	279				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00883	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
Sample_Maccabi_Ecoli_SeqPlate10_A3_00884	CDS	1209	ybjJ			Inner membrane protein YbjJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00885	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00886	CDS	1686	aspT_1			Aspartate/alanine antiporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_00887	CDS	378	ybjM			Inner membrane protein YbjM
Sample_Maccabi_Ecoli_SeqPlate10_A3_00888	CDS	258				Glutaredoxin-1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00889	CDS	288				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00890	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00891	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00892	CDS	477	ybjN			putative protein YbjN
Sample_Maccabi_Ecoli_SeqPlate10_A3_00893	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00894	CDS	1134	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00895	CDS	945	potH		COG1176	Putrescine transport system permease protein PotH
Sample_Maccabi_Ecoli_SeqPlate10_A3_00896	CDS	846	ydcV_1			Inner membrane ABC transporter permease protein YdcV
Sample_Maccabi_Ecoli_SeqPlate10_A3_00897	CDS	489	ybjO			Inner membrane protein YbjO
Sample_Maccabi_Ecoli_SeqPlate10_A3_00898	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00899	CDS	1326	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
Sample_Maccabi_Ecoli_SeqPlate10_A3_00900	CDS	321	ulaB_1	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
Sample_Maccabi_Ecoli_SeqPlate10_A3_00901	CDS	1482		3.1.6.1	COG3119	Arylsulfatase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00902	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00903	CDS	669	artM_1		COG4160	Arginine ABC transporter permease protein ArtM
Sample_Maccabi_Ecoli_SeqPlate10_A3_00904	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_00905	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_00906	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
Sample_Maccabi_Ecoli_SeqPlate10_A3_00907	CDS	516	ybjP			putative lipoprotein YbjP
Sample_Maccabi_Ecoli_SeqPlate10_A3_00908	CDS	1803				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00909	CDS	324				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00910	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
Sample_Maccabi_Ecoli_SeqPlate10_A3_00911	CDS	1014	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00912	CDS	1431				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00913	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00914	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
Sample_Maccabi_Ecoli_SeqPlate10_A3_00915	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
Sample_Maccabi_Ecoli_SeqPlate10_A3_00916	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00917	CDS	900	lysO		COG2431	Lysine exporter LysO
Sample_Maccabi_Ecoli_SeqPlate10_A3_00918	CDS	696	aqpZ		COG0580	Aquaporin Z
Sample_Maccabi_Ecoli_SeqPlate10_A3_00919	CDS	1659	recF_1			DNA replication and repair protein RecF
Sample_Maccabi_Ecoli_SeqPlate10_A3_00920	CDS	993			COG2990	putative protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00921	CDS	1116	macA		COG0845	Macrolide export protein MacA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00922	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00923	CDS	225	cspD		COG1278	Cold shock-like protein CspD
Sample_Maccabi_Ecoli_SeqPlate10_A3_00924	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
Sample_Maccabi_Ecoli_SeqPlate10_A3_00925	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00926	tRNA	88				tRNA-Ser(gga)
Sample_Maccabi_Ecoli_SeqPlate10_A3_00927	CDS	219	infA		COG0361	Translation initiation factor IF-1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00928	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00929	CDS	1722	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00930	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
Sample_Maccabi_Ecoli_SeqPlate10_A3_00931	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00932	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00933	CDS	4107	ftsK		COG1674	DNA translocase FtsK
Sample_Maccabi_Ecoli_SeqPlate10_A3_00934	CDS	612	lolA_1		COG2834	Outer-membrane lipoprotein carrier protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00935	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
Sample_Maccabi_Ecoli_SeqPlate10_A3_00936	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00937	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00938	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
Sample_Maccabi_Ecoli_SeqPlate10_A3_00939	CDS	864	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
Sample_Maccabi_Ecoli_SeqPlate10_A3_00940	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00941	CDS	1149	ycaD			putative MFS-type transporter YcaD
Sample_Maccabi_Ecoli_SeqPlate10_A3_00942	CDS	1431	ycaM		COG0531	Inner membrane transporter YcaM
Sample_Maccabi_Ecoli_SeqPlate10_A3_00943	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
Sample_Maccabi_Ecoli_SeqPlate10_A3_00944	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00945	CDS	858	focA		COG2116	putative formate transporter 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00946	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
Sample_Maccabi_Ecoli_SeqPlate10_A3_00947	CDS	693				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00948	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00949	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00950	CDS	765	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
Sample_Maccabi_Ecoli_SeqPlate10_A3_00951	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00952	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00953	CDS	285	TF1_1			Transcription factor 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_00954	CDS	2265	comEC		COG0658	ComE operon protein 3
Sample_Maccabi_Ecoli_SeqPlate10_A3_00955	CDS	1749	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
Sample_Maccabi_Ecoli_SeqPlate10_A3_00956	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00957	CDS	1233				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00958	CDS	183				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00959	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00960	CDS	894				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00961	CDS	780				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00962	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00963	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
Sample_Maccabi_Ecoli_SeqPlate10_A3_00964	CDS	705	mukE		COG3095	Chromosome partition protein MukE
Sample_Maccabi_Ecoli_SeqPlate10_A3_00965	CDS	4461	mukB		COG3096	Chromosome partition protein MukB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00966	CDS	1848	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
Sample_Maccabi_Ecoli_SeqPlate10_A3_00967	CDS	549				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_00968	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
Sample_Maccabi_Ecoli_SeqPlate10_A3_00969	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00970	CDS	1089	ompF		COG3203	Outer membrane porin F
Sample_Maccabi_Ecoli_SeqPlate10_A3_00971	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00972	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_00973	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
Sample_Maccabi_Ecoli_SeqPlate10_A3_00974	CDS	615	yagU		COG3477	Inner membrane protein YagU
